TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes,Latitude,Longitude
3168,Certain,486,20,15,5,Medium,Pasture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-35,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682142,25.214819
3170,Uncertain,504,30,20,2,Medium,Forest,Scrub,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,,,Hidden in the forest.,42.683197,25.206992
3171,Certain,502,24,20,3,Medium,Forest,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Skobelevo,,,,"1 old robbers' trench 2.5 diameter, 1 m deep. Stone piled ontop of mound, scrub.",42.682754,25.206351
3172,Uncertain,505,13,10,5,Medium,Forest,Scrub,Photo,Yes,3,2,Good,2010,Survey,Skobelevo,,,,Military entrenchment.,42.682989,25.207626
3173,Uncertain,505,10,8,1,Small,Forest,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,,,"Scrub, military entrenchment.",42.683037,25.207763
3174,Uncertain,506,18,14,1.5,Medium,Forest,Scrub,Photo,No,2,1,Good,2010,Survey,Skobelevo,,,,Surface of the mound covered with lots of stones.,42.683277,25.207577
3175,Uncertain,506,11,10,1,Small,Forest,Scrub,Photo,Yes,3,2,Good,2010,Survey,Skobelevo,,,,"1 old robbers' trench, 1 tree on top.",42.683357,25.207737
3176,Certain,505,16,13,1.2,Medium,Forest,Scrub,Photo,No,4,2,Good,2010,Survey,Skobelevo,,,,Large stones on outside - krepis?.,42.683514,25.207983
3177,Certain,505,20,20,6,Large,Forest,Scrub,Survey,No,2,2,None,2010,Survey,Skobelevo,,,,"Pile of stones on south side, 1m thick, dense scrub.",42.683654,25.208157
3178,Certain,504,20,20,1.5,Medium,Forest,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,,,"Surface of the mound covered with lots of stones, connected with previous object, part of military structure?.",42.683699,25.208632
3179,Uncertain,506,30,20,1,Small,Forest,Scrub,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,,,Mound or military structure?.,42.683388,25.208914
3180,Uncertain,503,3,3,0,Small,Pasture,Pasture,Photo,Yes,5,5,Good,2010,Survey,Skobelevo,,,,"Defunct mound, hole around 3m diameter, 1m deep.",42.684664,25.209557
3182,Certain,499,20,20,2,Medium,Forest,Pasture,Photo,No,3,2,Poor,2010,Survey,Skobelevo,,,,Mound used for military purposes.,42.683328,25.210249
3183,Certain,491,25,20,2,Medium,Pasture,Pasture,Not recorded,Yes,4,4,None,2010,Survey,Skobelevo,,,,"Mound spread to the south, earth from mound been removed, southern part of mound is 10 meters of earth.",42.683364,25.211208
3184,Certain,490,20,20,4,Medium,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Survey,Skobelevo,,,,"1 huge robbers' trench 5m diameter 2 m deep, lot of stones, some bricks and tiles.",42.68384,25.211906
3185,Certain,490,15,10,1,Small,Pasture,Scrub,Photo,No,4,3,Poor,2010,Survey,Skobelevo,,,,Heavily distracted by agriculture.,42.683752,25.212496
3186,Certain,488,20,20,1,Small,Pasture,Scrub,Photo,Yes,4,3,Poor,2010,Survey,Skobelevo,,,,2 old small robbers' trench.,42.683636,25.212711
3187,Certain,490,10,10,0.5,Small,Pasture,Scrub,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683105,25.212195
3189,Uncertain,490,20,10,1,Small,Pasture,Scrub,Photo,No,3,3,Good,2010,Remote Sensing,Skobelevo,,,,Uneven shape.,42.682777,25.212728
3190,Uncertain,489,20,10,0.5,Small,Pasture,Pasture,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Several stones on the surface.,42.682642,25.212309
3191,Uncertain,487,18,15,0.6,Small,Pasture,Pasture,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Several stones on the surface.,42.68239,25.212078
3192,Uncertain,489,18,16,2,Medium,Pasture,Pasture|Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones (20x20x30cm)/either from the surrounding pasture or from the mound.,42.682634,25.211184
3193,Uncertain,486,14,12,1,Small,Pasture,Pasture|Scrub,Photo,Yes,4,4,Good,2010,Survey,Skobelevo,,,,Low mound with low robbers' trench full of stones.,42.682091,25.211901
3194,Uncertain,487,25,12,0.8,Small,Forest,Scrub,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,,,Mound secondary used by military?.,42.681815,25.212409
3195,Uncertain,490,20,12,0.6,Small,Forest,Scrub,Survey,No,3,2,None,2010,Survey,Skobelevo,,,,"Lot of small stones on surface, used by military/military structure?.",42.681957,25.213117
3196,Uncertain,481,11,10,0.8,Small,Pasture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,,,Destroyed by machine.,42.683056,25.214104
3197,Uncertain,488,9,6,0.5,Small,Pasture,Scrub,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682973,25.213273
3198,Uncertain,486,10,10,0.5,Small,Pasture,Scrub,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683273,25.213235
3199,Certain,482,14,12,1,Small,Pasture,Pasture,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683682,25.213446
3200,Uncertain,489,25,17,1,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Remote Sensing,Skobelevo,,,,"Defunct mound, almost destroyed, middle is carved out, military purpose ?.",42.684045,25.213105
3201,Certain,490,20,15,1,Small,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Remote Sensing,Skobelevo,,,,Large robbers' trench on south side.,42.684445,25.216152
3203,Certain,477,30,30,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Mound secondary used by army? Piles of earth from the mound spread around. Very destructed.,42.696919,25.294196
3204,Certain,489,15,12,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Destructed and spread around.,42.702194,25.292735
3205,Certain,485,20,20,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Stone and earth structure.Pile of earth north of mound.,42.701604,25.293082
3206,Uncertain,487,10,8,1.5,Medium,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Remote Sensing,Sheynovo,,,,Robbers' trench is from West.,42.702316,25.290846
3207,Certain,482,35,35,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,On the top geodetic point PT 23. In the profile of robbers' trench very fine soil with small stones.,42.697804,25.300364
3208,Certain,476,35,30,4.5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,"Very destructed from the southern part by robbers. Earth mixed up, looks like it was digged throught and put back.",42.695353,25.303629
3209,Certain,479,35,30,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Pile of earth next to the mound- on the west side.,42.696671,25.306476
3210,Certain,497,60,60,7,Large,Pasture,Pasture,Photo,Yes,3,1,Good,2010,Remote Sensing,Sheynovo,Golyama Arzenalka,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Tomb inside. Outside Sarcophagus brought from Malkata mogila. On the top geodetic point PT 3.",42.699616,25.309359
3211,Certain,500,30,30,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,On the top geodetic point PT 21.Very destructed and spread around.,42.701412,25.311391
3212,Certain,502,26,26,6,Large,Perennial Agriculture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,One big mound with 2 big piles of earth on the sides.Mound already excavated or secondary used.,42.70455,25.29733
3213,Uncertain,504,17,17,2,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,Looks like it was digged through and soil put back.,42.705211,25.297882
3214,Uncertain,529,70,50,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,Ilyevata Mogila,,,"Destroyed by machines, road going through the middle, excavated by Kitov ?.",42.708263,25.299372
3215,Certain,499,25,25,4,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,"Robbers' trench took Northern part, geodetic point on top TP2.",42.701414,25.310081
3216,Uncertain,509,25,25,0.8,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2010,Remote Sensing,Shipka,,,,"Ploughed out and destroyed, many small robbers' trench's after work with metal detector.",42.702021,25.308025
3217,Uncertain,503,15,3,1.5,Medium,Annual Agriculture,Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,Half of the mound in the N missing.,42.705518,25.310526
3218,Certain,516,50,50,10,Large,Annual Agriculture,Scrub,Photo,Yes,1,1,Good,2010,Remote Sensing,Shipka,Donkova Mogila,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Large stone structure on the top - temple. Pithoi found in the mound.",42.706581,25.312197
3219,Certain,516,20,20,2,Medium,Annual Agriculture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,Pile of earth on the South side of the mound.,42.707503,25.314021
3220,Certain,513,40,40,8,Large,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Remote Sensing,Shipka,,,,"Heavily destroyed by machine, robber's trench 3-4m deep going through the middle of the mound.",42.708585,25.313143
3221,Certain,517,20,20,3.5,Medium,Pasture,Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,"Twice crossed by machine, very heavily destroyed.",42.709127,25.312682
3222,Certain,530,35,35,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,"Buldozed, 1 old robbers' trench made by machine from the North.",42.710333,25.312807
3223,Certain,495,30,20,3,Medium,Annual Agriculture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,"Old robbers' trench on the West side, 2 brand new (2011) small test trenches on E side.",42.701003,25.314608
3224,Certain,472,15,15,2,Medium,Perennial Agriculture,Pasture,Photo,No,2,1,Good,2010,Remote Sensing,Yasenovo,,,,"Well preserved, guardspot on top.",42.693764,25.282935
3242,Certain,442,30,30,3,Medium,Annual Agriculture,Pasture,Photo,Yes,2,1,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Very good condition. Few robbers' trench's (old). Scattered medium-sized stones. High priority conservation recommended.,42.662238,25.21871
3243,Certain,442,26,26,1,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old shallow robbers' trench's. Good conditions.,42.662075,25.219388
3244,Certain,455,25,25,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane,Gashtova Mogila,,,Old robbers' trench on top I middle. Smaller mound next to the main robbers' trench on the south side. Side of mound taken off on western side.,42.663762,25.211882
3250,Certain,490,36,31,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,1,1,Good,2011,Survey,Shipka,,,,"No obvious robbers trenches, scrap bushes everywhere, medium size stones, Ottomanic green pottery.",42.69519,25.348785
3251,Certain,488,40,40,10,Large,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,1,1,Good,2011,Survey,Kran,Svetica,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 2004, museum inside.",42.68805,25.368876
3252,Certain,496,33,15,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,3,Good,2011,Survey,Shipka,,,,"Appears to be a mound that has been completely destroyed in the middle. Surrounded by a lot of stones, covered in bush.",42.699617,25.342905
3254,Certain,472,85,60,20,Large,Annual Agriculture,Pasture,Photo,Yes,1,1,Good,2011,Survey,Shipka,Ostrusha,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Flat top, dug out.",42.68955,25.350896
3255,Certain,478,40,40,8,Large,Annual Agriculture,Scrub,Photo,No,2,1,Good,2011,Survey,Shipka,,,,"Flat top, 1877 Russian memorial at the top.",42.689877,25.353063
3256,Certain,482,15,15,2.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Shipka,,,,Multiple robbers trenches all over the surface.,42.689993,25.354208
3257,Certain,479,35,32,8,Large,Annual Agriculture,Scrub,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Large robbers' trench on S side, flattened top.",42.690977,25.350862
3258,Certain,482,37,36,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Flat top, small monument with cross on the top.",42.691665,25.353927
3259,Certain,386,35,25,8,Large,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Shipka,,,,Dug out mound with pile of soil next to it.,42.691933,25.35129
3260,Certain,491,130,130,20,Large,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Shipka,Golyama Kosmatka,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) 2004, Museum inside.",42.700135,25.33359
3261,Certain,495,72,65,10,Large,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,Malka Kosmatka,,,"Partly excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Southern part of the mound was taken by machine (1/3 of the mound).",42.700042,25.335543
3262,Certain,489,32,29,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Shipka,,,,Robbers' trench on the top (1x2x0.5).,42.699613,25.331497
3263,Certain,494,40,31,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Many old trenches, flat on top.",42.699598,25.330465
3264,Certain,488,36,32,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,Huge robbers' trench on S.,42.701042,25.331444
3266,Certain,458,25,25,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Survey,Sheynovo,,,,"Heavily destroyed by agriculture, harrowed and ploughed, stones scattered around, medium to small.",42.688913,25.302192
3267,Certain,454,25,24,3,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Sheynovo,,,,"Robbers' trench on the top and fom the N side, old shallow robbers' trench's, animal burrows on S side.",42.688621,25.302239
3269,Certain,452,25,20,0.5,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Survey,Sheynovo,,,,"Destroyed by agriculture, lots of stones of medium sizes spread around.",42.688243,25.30234
3270,Certain,468,30,30,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Sheynovo,,,,"Flat top=probably excavated-robbed, smaller all over the top 5x shallow, old vegetation grass.",42.692511,25.307265
3271,Certain,472,25,19,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,2,Good,2011,Survey,Sheynovo,,,,"Mound next to the factory=GUN factory, robbers' trench with concrete, tiles, burnt wood (rebuilt into toilet), excavated by Kitov.",42.694621,25.309826
3272,Certain,470,37,33,2,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,2,Good,2011,Survey,Sheynovo,,,,"Excavated by Kitov, not originally preserved, soil put back, data told by Nikolay - excvavated with Kitov.",42.69267,25.310036
3273,Certain,476,40,30,2,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,2,2,Good,2011,Survey,Shipka,,,,"Low spread mound, no obvious robbers' trenchs BUT highly probable that N part was disturbed by robbers.",42.694007,25.340106
3275,Certain,407,15,15,1,Small,Beach,Scrub,Photo,No,4,4,Good,2011,Survey,Dolno Sahrane,,,,"Flat mound, scattered stones of medium size.",42.626116,25.270679
3276,Certain,405,30,20,3,Medium,Beach,Stones,Photo,Yes,2,1,Good,2011,Survey,Dolno Sahrane,,,,Stony huge mound on the beach of Koprinka.,42.625356,25.276198
3277,Certain,455,10,10,0.6,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Tyre tracks through the middle and side of the mound.,42.666412,25.213284
3278,Certain,455,12,12,0.5,Small,Pasture,Pasture,Not recorded,No,2,2,None,2011,Survey,Gorno Sahrane necropolis,,,,No robbers' trenchs or stones on surface.,42.666463,25.213716
3279,Certain,453,6,6,0.3,Small,Pasture,Pasture,Photo,No,4,5,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No robbers' trench, very low.",42.665468,25.213453
3280,Certain,453,8,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Only a couple of stones on surface.,42.66566,25.214249
3281,Certain,453,15,15,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Very shallow depression at the top.,42.665901,25.21488
3283,Certain,449,8,6,0.3,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Boundaries undefinable, most of the mound taken out (robbers' trench in the middle).",42.665408,25.216713
3284,Certain,445,8,8,0.2,Small,Pasture,Pasture,Photo,No,2,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,Some stones (big) on surface.,42.665057,25.218375
3286,Certain,446,8,7,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Several stones on the top, undefinable boundaries.",42.665324,25.218445
3287,Certain,446,4,4,0.2,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Robbers' trench taken to alternate side (w) of mound and sol deposited on east side.,42.6654,25.218797
3288,Certain,444,6,6,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Several stones on the top.,42.664986,25.219667
3289,Certain,442,8,8,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Some stones on surface, eneven suface, shallow and old robbers' trench on side.",42.66462,25.220298
3291,Certain,439,4,4,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Some small stones on surface.,42.66425,25.22149
3293,Certain,437,23,14,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Possibly military use , many stones.",42.664151,25.223338
3294,Certain,432,15,15,1,Small,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Gorno Sahrane necropolis,,,,Few stones on surface.,42.663299,25.225526
3296,Certain,438,10,10,0.3,Small,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Gorno Sahrane necropolis,,,,On edge of ploughed feld with many stones.,42.663629,25.227517
3297,Certain,437,10,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Low mound barely viible, no stones on the surface.",42.663802,25.227399
3299,Certain,442,15,15,1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Many stones found spread all over the surface.,42.664949,25.221071
3301,Certain,448,10,10,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small/shallow pit on east side, no stones.",42.66613,25.218613
3302,Certain,449,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or visible robbers' trenchs.,42.66655,25.21695
3303,Certain,448,4,4,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones, undefined boundaries.",42.666289,25.217242
3304,Certain,451,6,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or robbers' trenchs.,42.666964,25.216528
3305,Certain,457,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones, undefined boundaries.",42.666906,25.214292
3307,Certain,455,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No trench or stones.,42.666608,25.213082
3308,Certain,456,6,5,0.2,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Robbers' trench on top took whole mound, deposit on side.",42.66714,25.213379
3309,Certain,454,8,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones or obvious robbers' trenchs.",42.666396,25.212449
3310,Certain,458,11,5,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or robbers' trenchs on surface.,42.666636,25.211737
3311,Certain,462,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Stones spread all over the surface.,42.666836,25.211497
3312,Certain,463,22,4,3,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Only large trench left (15x2x1m), pile of soil on N side, stones in robbers' trench.",42.667205,25.211422
3315,Certain,425,23,20,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Bulldozed extensively on western side. North-eastern side taken off in past (but is uniform in removal of earth, showing possible excavation work). Many old robbers' trench's. New robbers' trench on top (robbers' trench3).",42.659087,25.225923
3316,Certain,436,11,11,0.9,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Old robbers' trench on top.,42.660077,25.223237
3317,Certain,435,13,13,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old robbers' trench. Flattened on top.,42.660763,25.22168
3318,Certain,436,17,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. One old crater (robbers' trench1) on top.,42.660625,25.220637
3319,Certain,435,18,18,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old robbers' trench's (very shallow). Scatter of medium-sized stones.,42.659625,25.223353
3320,Certain,426,10,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.658823,25.226322
3321,Certain,425,10,10,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Top cut off. Old robbers' trench.,42.658988,25.226258
3322,Certain,426,17,17,0.6,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. robbers' trench1 almost taken off top.,42.65844,25.225767
3323,Certain,427,10,10,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Old, shallow robbers' trench's. Scatter of medium-sized stones.",42.658265,25.226772
3324,Certain,427,15,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Old damage on south and east side, nothing fresh however.",42.659368,25.225343
3325,Certain,432,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Overgrown; small stones on the surface.,42.661121,25.224621
3326,Certain,437,10,10,1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large stones covering the surface.,42.661711,25.223734
3327,Certain,428,15,15,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.655483,25.224087
3328,Certain,427,17,13,0.7,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Recent geodetic marker placed on top of mound (origin-2008). Built on natural slope-hard to determine some aspects. No obvious robbers' trench's.,42.65583,25.223475
3329,Certain,428,6,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.,42.656137,25.22299
3331,Certain,458,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Vey few small stones.,42.667447,25.213657
3332,Certain,458,8,8,0.3,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,2 stones on top ver shalow ad over grown ditch (robbers' trench?) on top and east.,42.667542,25.213573
3334,Certain,453,23,23,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane,,,,Only a small/shallow/old trench on west side.,42.667577,25.216613
3336,Certain,454,9,7,1,Small,Pasture,Pasture,Photo,Yes,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Many stones.,42.667511,25.216044
3337,Certain,433,7,7,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. No obvious robbers' trench's.,42.656133,25.220722
3338,Certain,431,16,15,0.7,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Large, round mound. Old robbers' trench's.",42.656568,25.221222
3339,Certain,431,14,14,1,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. 2 small, shallow robbers' trench's).",42.656893,25.221753
3340,Certain,431,10,8,0.9,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. 2 old, shallow robbers' trench's.",42.657543,25.222688
3341,Certain,429,15,15,0.8,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's. Slightly taprs off on north side.,42.65775,25.223572
3342,Certain,437,13,10,0.7,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. Small, old robbers' trench on east side. Reasonable good condition.",42.657442,25.220505
3343,Certain,436,14,13,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks all over the surface.,42.657142,25.22076
3344,Certain,436,12,4,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Lots of old, scattered robbers' trench's.",42.65693,25.220975
