TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes
3204,Certain,489,15,12,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Destructed and spread around.
3205,Certain,485,20,20,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Stone and earth structure.Pile of earth north of mound.
3206,Uncertain,487,10,8,1.5,Medium,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Remote Sensing,Sheynovo,,,,Robbers' trench is from West.
3207,Certain,482,35,35,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,On the top geodetic point PT 23. In the profile of robbers' trench very fine soil with small stones.
3208,Certain,476,35,30,4.5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,"Very destructed from the southern part by robbers. Earth mixed up, looks like it was digged throught and put back."
3209,Certain,479,35,30,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Pile of earth next to the mound- on the west side.
3210,Certain,497,60,60,7,Large,Pasture,Pasture,Photo,Yes,3,1,Good,2010,Remote Sensing,Sheynovo,Golyama Arzenalka,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Tomb inside. Outside Sarcophagus brought from Malkata mogila. On the top geodetic point PT 3."
3211,Certain,500,30,30,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,On the top geodetic point PT 21.Very destructed and spread around.
3212,Certain,502,26,26,6,Large,Perennial Agriculture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,One big mound with 2 big piles of earth on the sides.Mound already excavated or secondary used.
3213,Uncertain,504,17,17,2,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,Looks like it was digged through and soil put back.
3214,Uncertain,529,70,50,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,Ilyevata Mogila,,,"Destroyed by machines, road going through the middle, excavated by Kitov ?."
3215,Certain,499,25,25,4,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,"Robbers' trench took Northern part, geodetic point on top TP2."
3216,Uncertain,509,25,25,0.8,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2010,Remote Sensing,Shipka,,,,"Ploughed out and destroyed, many small robbers' trench's after work with metal detector."
3217,Uncertain,503,15,3,1.5,Medium,Annual Agriculture,Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,Half of the mound in the N missing.
3218,Certain,516,50,50,10,Large,Annual Agriculture,Scrub,Photo,Yes,1,1,Good,2010,Remote Sensing,Shipka,Donkova Mogila,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Large stone structure on the top - temple. Pithoi found in the mound."
3219,Certain,516,20,20,2,Medium,Annual Agriculture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,Pile of earth on the South side of the mound.
3220,Certain,513,40,40,8,Large,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Remote Sensing,Shipka,,,,"Heavily destroyed by machine, robber's trench 3-4m deep going through the middle of the mound."
3221,Certain,517,20,20,3.5,Medium,Pasture,Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Shipka,,,,"Twice crossed by machine, very heavily destroyed."
3222,Certain,530,35,35,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,"Buldozed, 1 old robbers' trench made by machine from the North."
3223,Certain,495,30,20,3,Medium,Annual Agriculture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Shipka,,,,"Old robbers' trench on the West side, 2 brand new (2011) small test trenches on E side."
3224,Certain,472,15,15,2,Medium,Perennial Agriculture,Pasture,Photo,No,2,1,Good,2010,Remote Sensing,Yasenovo,,,,"Well preserved, guardspot on top."
3242,Certain,442,30,30,3,Medium,Annual Agriculture,Pasture,Photo,Yes,2,1,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Very good condition. Few robbers' trench's (old). Scattered medium-sized stones. High priority conservation recommended.
3243,Certain,442,26,26,1,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old shallow robbers' trench's. Good conditions.
3244,Certain,455,25,25,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane,Gashtova Mogila,,,Old robbers' trench on top I middle. Smaller mound next to the main robbers' trench on the south side. Side of mound taken off on western side.
3250,Certain,490,36,31,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,1,1,Good,2011,Survey,Shipka,,,,"No obvious robbers trenches, scrap bushes everywhere, medium size stones, Ottomanic green pottery."
3251,Certain,488,40,40,10,Large,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,1,1,Good,2011,Survey,Kran,Svetica,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 2004, museum inside."
3252,Certain,496,33,15,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,3,Good,2011,Survey,Shipka,,,,"Appears to be a mound that has been completely destroyed in the middle. Surrounded by a lot of stones, covered in bush."
3254,Certain,472,85,60,20,Large,Annual Agriculture,Pasture,Photo,Yes,1,1,Good,2011,Survey,Shipka,Ostrusha,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Flat top, dug out."
3255,Certain,478,40,40,8,Large,Annual Agriculture,Scrub,Photo,No,2,1,Good,2011,Survey,Shipka,,,,"Flat top, 1877 Russian memorial at the top."
3256,Certain,482,15,15,2.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Shipka,,,,Multiple robbers trenches all over the surface.
3257,Certain,479,35,32,8,Large,Annual Agriculture,Scrub,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Large robbers' trench on S side, flattened top."
3258,Certain,482,37,36,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Flat top, small monument with cross on the top."
3259,Certain,386,35,25,8,Large,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Shipka,,,,Dug out mound with pile of soil next to it.
3260,Certain,491,130,130,20,Large,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Shipka,Golyama Kosmatka,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) 2004, Museum inside."
3261,Certain,495,72,65,10,Large,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,Malka Kosmatka,,,"Partly excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations). Southern part of the mound was taken by machine (1/3 of the mound)."
3262,Certain,489,32,29,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Shipka,,,,Robbers' trench on the top (1x2x0.5).
3263,Certain,494,40,31,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,"Many old trenches, flat on top."
3264,Certain,488,36,32,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Shipka,,,,Huge robbers' trench on S.
3266,Certain,458,25,25,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Survey,Sheynovo,,,,"Heavily destroyed by agriculture, harrowed and ploughed, stones scattered around, medium to small."
3267,Certain,454,25,24,3,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Sheynovo,,,,"Robbers' trench on the top and fom the N side, old shallow robbers' trench's, animal burrows on S side."
3269,Certain,452,25,20,0.5,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2011,Survey,Sheynovo,,,,"Destroyed by agriculture, lots of stones of medium sizes spread around."
3270,Certain,468,30,30,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Sheynovo,,,,"Flat top=probably excavated-robbed, smaller all over the top 5x shallow, old vegetation grass."
3271,Certain,472,25,19,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,2,Good,2011,Survey,Sheynovo,,,,"Mound next to the factory=GUN factory, robbers' trench with concrete, tiles, burnt wood (rebuilt into toilet), excavated by Kitov."
3272,Certain,470,37,33,2,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,4,2,Good,2011,Survey,Sheynovo,,,,"Excavated by Kitov, not originally preserved, soil put back, data told by Nikolay - excvavated with Kitov."
3273,Certain,476,40,30,2,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,2,2,Good,2011,Survey,Shipka,,,,"Low spread mound, no obvious robbers' trenchs BUT highly probable that N part was disturbed by robbers."
3275,Certain,407,15,15,1,Small,Beach,Scrub,Photo,No,4,4,Good,2011,Survey,Dolno Sahrane,,,,"Flat mound, scattered stones of medium size."
3276,Certain,405,30,20,3,Medium,Beach,Stones,Photo,Yes,2,1,Good,2011,Survey,Dolno Sahrane,,,,Stony huge mound on the beach of Koprinka.
3277,Certain,455,10,10,0.6,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Tyre tracks through the middle and side of the mound.
3278,Certain,455,12,12,0.5,Small,Pasture,Pasture,Not recorded,No,2,2,None,2011,Survey,Gorno Sahrane necropolis,,,,No robbers' trenchs or stones on surface.
3279,Certain,453,6,6,0.3,Small,Pasture,Pasture,Photo,No,4,5,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No robbers' trench, very low."
3280,Certain,453,8,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Only a couple of stones on surface.
3281,Certain,453,15,15,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Very shallow depression at the top.
3283,Certain,449,8,6,0.3,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Boundaries undefinable, most of the mound taken out (robbers' trench in the middle)."
3284,Certain,445,8,8,0.2,Small,Pasture,Pasture,Photo,No,2,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,Some stones (big) on surface.
3286,Certain,446,8,7,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Several stones on the top, undefinable boundaries."
3287,Certain,446,4,4,0.2,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Robbers' trench taken to alternate side (w) of mound and sol deposited on east side.
3288,Certain,444,6,6,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Several stones on the top.
3289,Certain,442,8,8,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Some stones on surface, eneven suface, shallow and old robbers' trench on side."
3291,Certain,439,4,4,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Some small stones on surface.
3293,Certain,437,23,14,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Possibly military use , many stones."
3294,Certain,432,15,15,1,Small,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Gorno Sahrane necropolis,,,,Few stones on surface.
3296,Certain,438,10,10,0.3,Small,Pasture,Pasture,Photo,No,1,1,Good,2011,Survey,Gorno Sahrane necropolis,,,,On edge of ploughed feld with many stones.
3297,Certain,437,10,8,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Low mound barely viible, no stones on the surface."
3299,Certain,442,15,15,1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Many stones found spread all over the surface.
3301,Certain,448,10,10,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small/shallow pit on east side, no stones."
3302,Certain,449,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or visible robbers' trenchs.
3303,Certain,448,4,4,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones, undefined boundaries."
3304,Certain,451,6,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or robbers' trenchs.
3305,Certain,457,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones, undefined boundaries."
3307,Certain,455,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No trench or stones.
3308,Certain,456,6,5,0.2,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Robbers' trench on top took whole mound, deposit on side."
3309,Certain,454,8,6,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, no stones or obvious robbers' trenchs."
3310,Certain,458,11,5,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,No stones or robbers' trenchs on surface.
3311,Certain,462,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Stones spread all over the surface.
3312,Certain,463,22,4,3,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Only large trench left (15x2x1m), pile of soil on N side, stones in robbers' trench."
3315,Certain,425,23,20,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Bulldozed extensively on western side. North-eastern side taken off in past (but is uniform in removal of earth, showing possible excavation work). Many old robbers' trench's. New robbers' trench on top (robbers' trench3)."
3316,Certain,436,11,11,0.9,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Old robbers' trench on top.
3317,Certain,435,13,13,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old robbers' trench. Flattened on top.
3318,Certain,436,17,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. One old crater (robbers' trench1) on top.
3319,Certain,435,18,18,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Old robbers' trench's (very shallow). Scatter of medium-sized stones.
3320,Certain,426,10,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.
3321,Certain,425,10,10,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Top cut off. Old robbers' trench.
3322,Certain,426,17,17,0.6,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. robbers' trench1 almost taken off top.
3323,Certain,427,10,10,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Old, shallow robbers' trench's. Scatter of medium-sized stones."
3324,Certain,427,15,15,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Old damage on south and east side, nothing fresh however."
3325,Certain,432,8,8,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Overgrown; small stones on the surface.
3326,Certain,437,10,10,1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large stones covering the surface.
3327,Certain,428,15,15,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.
3328,Certain,427,17,13,0.7,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Recent geodetic marker placed on top of mound (origin-2008). Built on natural slope-hard to determine some aspects. No obvious robbers' trench's.
3329,Certain,428,6,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.
3331,Certain,458,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Vey few small stones.
3332,Certain,458,8,8,0.3,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,2 stones on top ver shalow ad over grown ditch (robbers' trench?) on top and east.
3334,Certain,453,23,23,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Gorno Sahrane,,,,Only a small/shallow/old trench on west side.
3336,Certain,454,9,7,1,Small,Pasture,Pasture,Photo,Yes,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Many stones.
3337,Certain,433,7,7,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. No obvious robbers' trench's.
3338,Certain,431,16,15,0.7,Small,Pasture,Pasture,Photo,No,4,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Large, round mound. Old robbers' trench's."
3339,Certain,431,14,14,1,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. 2 small, shallow robbers' trench's)."
3340,Certain,431,10,8,0.9,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. 2 old, shallow robbers' trench's."
3341,Certain,429,15,15,0.8,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's. Slightly taprs off on north side.
3342,Certain,437,13,10,0.7,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. Small, old robbers' trench on east side. Reasonable good condition."
3343,Certain,436,14,13,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks all over the surface.
3344,Certain,436,12,4,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized stones. Lots of old, scattered robbers' trench's."
3345,Certain,431,9,9,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.
3346,Certain,433,6,6,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scattered medium-sized rocks. Custer of four mounds close together. Very small mound conjoined with 2 other nearby mounds.
3347,Certain,433,9,9,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. 1 old robbers' trench on top. Joined with smaller mound on south side.
3349,Certain,422,10,10,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Small stones on the surface, partially destroyed by agriculture."
3350,Certain,424,15,15,0.5,Small,Pasture,Pasture,Photo,No,4,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. Scatter of medium-sized rocks. Canal cut straight through middle (running north-south).
3351,Certain,443,15,7,0.5,Small,Pasture,Pasture,Photo,No,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Canal cut through (running N-S).
3352,Certain,436,5,5,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Extremely small robbers' trench (old).
3353,Certain,421,8,8,0.5,Small,Annual Agriculture,Pasture|Ploughed,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Partially destroyed by agriculture.
3354,Uncertain,430,7,5,0.5,Small,Pasture,Pasture|Scrub,Photo,Yes,1,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Low and almost invisible mound.
3355,Certain,422,15,13,0.3,Small,Perennial Agriculture,Annual Agriculture|Ploughed,Photo,No,3,3,Good,2011,Survey,Gorno Sahrane necropolis,,,,Almost invisible due to agriculture work.
3356,Certain,424,9,9,0.4,Small,Perennial Agriculture,Perennial Agriculture,Photo,No,5,5,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Situated in lavender field. Scatter of medium-sized rocks. Defunct mound, ploughed up completely. No obvious robbers' trench's."
3359,Certain,380,25,25,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,AKB,Dunavzi,Mogila Drenaka,,5500092,Small stones on the surface and in the robbers' trench. Thracian? Elevation marker on the top.
3361,Certain,383,32,30,5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,AKB,Golyamo Dryanovo,,,5500067,"Animal intrusions, robbers' trench from S."
3367,Certain,433,15,8,1,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Defunct mound. Extremely bad condition. Has been bulldozed (possible excavation work).
3368,Certain,437,18,11,1,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Dufunct mound. Bulldozed (possible excavation work).
3375,Certain,437,12,10,0.5,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Large robbers' trench destroyed the southern and central areas of the mound.
3391,Certain,311,35,35,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500071,Mound is digged trough; exposed burial chamber made of bricks.
3394,Certain,322,10,10,2,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,2,1,Good,2011,Survey,Rozovo,,,5500074,Overgrown with rose bushes; 1 robbers' trench visible (south) Stones from the burial chamber are visible on the surface;.
3395,Certain,320,20,20,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Poor,2011,Survey,Rozovo,,,5500075,Large stones covering the surface. One deep old robbers' trench at the top with several holes at the bottom of the trench (consequently made).
3396,Certain,316,50,50,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500076,"Hardly accessible; overgrow; S side take with machine; top looks intact with several test-pits, but locals told us that the chamber used to be exposed and then covered with soil again by the municipality (several years ago)."
3397,Certain,322,25,25,4,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500072,Hardly accessible. Two fresh robbers' trenchs. Large stones at the bottom (probably from the chamber).
3398,Certain,315,50,50,6,Large,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2011,Survey,Rozovo,,,5500073,"Several big robbers' trenchs at the top; 1 going to the bedrock, stones from the chamber are visible on the surface; According to the land owner a copper axe has been found approx. 10 years ago. In the nearby rose fields ceramic shreds have been found (uknown period); nothing visible on the surface at the moment;."
3400,Certain,481,10,10,1,Small,Pasture,Pasture,Photo,Yes,4,2,Good,2011,Survey,Gorno Cherkhovishte,,,,"Central area completely destroyed by robbers' trench 1, small rocks and sandy soil on surface."
3406,Uncertain,432,30,20,2,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,2,Good,2011,Survey,Gorno Cherkhovishte,,,,Modern concrete structure/ cistern - reused mound ?.
3407,Certain,428,12,12,1,Small,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,1 old robbers' trench on the top.
3408,Certain,428,30,30,2,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Top was taken.
3409,Certain,410,12,12,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2011,Survey,Gorno Cherkhovishte,,,,1 old robbers' trench (2x2x0.5).
3410,Certain,411,35,35,4,Medium,Pasture,Forest,Photo,Yes,3,2,Good,2011,Survey,Gorno Cherkhovishte,,,,Overgrown with pine forest; central area is entirely destroyed by large robbers' trench (12x20x3); sandy soil and small stones on top;.
3417,Certain,454,30,30,4,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,1,Good,2011,Survey,Gorno Cherkhovishte,,,,Next to a plaughed field; S part two robbers' trenchs; 1 going to bedrock.
3418,Certain,435,32,32,4,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2011,Survey,Viden,,,,Deep robbers' trench on the top (1.5x2x3).
3419,Certain,454,20,20,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,3,Good,2011,Survey,Viden,,,,Dugged through; sandy redish soil with small stones on the surface.
3420,Certain,453,12,10,1.5,Medium,Annual Agriculture,Scrub|Tall Grass,Photo,No,4,3,Good,2011,Survey,Viden,,,,"Entirely overgrown with thorny bushes, destructed by ploughing of surrounding field."
3421,Certain,455,20,20,2.5,Medium,Pasture,Scrub|Tall Grass,Photo,No,2,1,Good,2011,Survey,Viden,,,,Not accessible.
3422,Certain,427,24,18,0.9,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. Geodetic marker (old) on top of mound. North side of mound ploughed away at past point. 1 old robbers' trench on top of existing mound.
3423,Certain,428,8,5,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Scatter of medium-sized rocks. robbers' trench running E-W, tapers off mound at E side."
3424,Certain,433,15,7,0.4,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. Defunct mound. Dissassembled into various piles.
3426,Certain,437,6,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,Scatter of medium-sized stones. No obvious robbers' trench's.
3428,Certain,435,12,12,0.1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Defunct mound. High concentration of stones (large as well) are indicative of former presence of larger mound. Also some robbers' trench's confirming this, bu still hard to determine whether site is truly a mound or not."
3429,Certain,433,10,10,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Scatter of medium-sized rocks. No obvious robbers' trench's. Surrounded by 3 other mounds.
